year,month,Cst_Cnt,Btl_Cnt,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,year_month
1977,12,20877.96875,513843.9375,1.0,17.1321875,33.556937500000004,5.799687499999998,24.369843749999998,105.41874999999999,252.85165000000003,,3.0,2.0,,3.0,,9.0,,,,1.3903703703703703,9.0,0.8059259259259258,9.0,0.2520689655172414,9.0,1.3103448275862069,9.0,0.017037037037037035,9.0,0.1275862068965517,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,17.1321875,17.1321875,33.556937500000004,24.3653125,354.828125,0.0036562500000000024,5.799687499999998,105.41874999999999,1.3103448275862069,0.2520689655172414,0.1275862068965517,0.017037037037037035,,1.3903703703703703,0.8059259259259258,1.0,,,,,,,,1977/12
1978,01,20976.675,516701.5125,1.0,16.209749999999996,33.377575000000014,5.756923076923077,24.432012499999992,102.53974358974362,250.97091153846142,,3.0,2.0,,2.9875,,9.0,9.0,,9.0,0.3943076923076924,9.0,0.12553846153846152,9.0,0.46376811594202927,9.0,2.6447368421052633,9.0,0.04086956521739129,9.0,0.2277777777777777,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.209749999999996,16.209749999999996,33.377575000000014,24.427625000000003,348.8975,0.0034625000000000025,5.756923076923077,102.53974358974362,2.6447368421052633,0.46376811594202927,0.2277777777777777,0.04086956521739129,,0.3943076923076924,0.12553846153846152,1.0,,,,,,,,1978/01
1978,03,21119.615384615383,520721.92307692306,1.0,15.21480769230769,33.197788461538465,5.915384615384614,24.52251923076923,103.1980769230769,257.85720000000003,,3.0,1.9615384615384615,,3.0,,9.0,,,,0.35540000000000005,9.0,0.08799999999999997,9.0,0.35180000000000006,9.0,2.82,9.0,0.027647058823529424,9.0,0.41400000000000037,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,15.21480769230769,15.21480769230769,33.197788461538465,24.51826923076923,340.2576923076924,0.0033076923076923097,5.915384615384614,103.1980769230769,2.82,0.35180000000000006,0.41400000000000037,0.027647058823529424,,0.35540000000000005,0.08799999999999997,1.0,,,,,,,,1978/03
1978,04,21266.828125,524791.296875,1.0,15.745937500000004,33.1961746031746,5.855737704918034,24.40049206349206,103.28833333333333,254.99281333333332,,3.0,1.984375,,3.0,9.0,9.0,8.375,9.0,8.444444444444445,0.2930645161290323,9.0,0.05354838709677419,9.0,0.3701785714285715,8.88888888888889,3.0,,0.017659574468085117,9.0,0.14126984126984116,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,15.745937500000004,15.745937500000004,33.1961746031746,24.39571428571428,351.89841269841264,0.0035468750000000023,5.855737704918034,104.39464285714287,3.0,0.3701785714285715,0.14126984126984116,0.017659574468085117,,0.2930645161290323,0.05354838709677419,1.0,,,,,,,,1978/04
1978,05,21377.661971830985,528036.9436619718,1.0,15.750140845070426,33.23257746478873,5.954428571428569,24.426746478873238,104.8814285714286,259.5777142857143,,3.0,2.0,,3.0,,9.0,8.5,,8.5,0.6452857142857146,9.0,0.1982857142857142,9.0,0.4700000000000002,9.0,4.014285714285714,9.0,0.02333333333333334,9.0,0.8757142857142863,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,15.750140845070426,15.750140845070426,33.23257746478873,24.421408450704217,349.40563380281696,0.003577464788732397,5.954428571428569,105.13913043478263,4.014285714285714,0.4700000000000002,0.8757142857142863,0.02333333333333334,,0.6452857142857146,0.1982857142857142,1.0,,,,,,,,1978/05
1978,07,21498.369047619046,531576.6547619047,1.0,16.584642857142857,33.33371428571429,5.790833333333336,24.303249999999995,103.84047619047617,252.47823095238098,,3.0,1.9880952380952381,,2.988095238095238,,9.0,,,,0.5856626506024101,9.0,0.23000000000000026,9.0,0.3948192771084337,9.0,3.2650602409638556,9.0,0.0037500000000000003,9.0,1.4626506024096373,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.584642857142857,16.584642857142857,33.33371428571429,24.29869047619047,361.19999999999993,0.003654761904761907,5.790833333333336,103.84047619047617,3.2650602409638556,0.3948192771084337,1.4626506024096373,0.0037500000000000003,,0.5856626506024101,0.23000000000000026,1.0,,,,,,,,1978/07
1978,08,21686.545454545456,536916.2020202021,1.0,18.713232323232322,33.325101010101015,5.664646464646464,23.790818181818175,105.76969696969692,247.09775757575738,,3.0,2.0,,2.98989898989899,6.0,9.0,8.0,,8.0,0.39122448979591834,9.0,0.13877551020408155,9.0,0.38737373737373726,,2.1818181818181817,,0.014264705882352947,9.0,0.24242424242424265,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,18.713232323232322,18.713232323232322,33.325101010101015,23.78666666666667,410.061616161616,0.004090909090909094,5.664646464646464,105.86326530612241,2.1818181818181817,0.38737373737373726,0.24242424242424265,0.014264705882352947,,0.39122448979591834,0.13877551020408155,1.0,,,,,,,,1978/08
1980,12,21832.85714285714,540499.0,1.0,13.945714285714287,33.48757142857143,,25.029857142857143,,,,3.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,13.945714285714287,13.945714285714287,33.48757142857143,25.027142857142856,291.9428571428571,0.0029999999999999996,,,,,,,,,,1.0,,,,,,,,1980/12
1981,05,22104.386363636364,544986.3636363636,1.0,15.24204545454545,33.53461363636364,5.965581395348838,24.77593181818182,104.52790697674418,259.9836511627907,,3.0,2.0,,3.0,,9.0,8.5,,8.5,0.8819444444444442,9.0,0.1402777777777778,9.0,0.4727272727272729,,4.4318181818181825,,0.049772727272727274,,2.1159090909090907,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,15.24204545454545,15.24204545454545,33.53461363636364,24.771136363636366,316.14090909090913,0.0030681818181818197,5.965581395348838,104.90238095238097,4.4318181818181825,0.4727272727272729,2.1159090909090907,0.049772727272727274,,0.8819444444444442,0.1402777777777778,1.0,,,,,,,,1981/05
1983,01,22370.0,549813.0,1.0,16.73,33.553,5.65,24.468,101.9,246.3025,,3.0,2.0,,3.0,,9.0,,,,0.06,,0.0,,0.29,,3.2,,0.01,,0.1,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.73,16.73,33.553,24.46,345.5,0.003,5.65,101.9,3.2,0.29,0.1,0.01,,0.06,0.0,1.0,,,,,,,,1983/01
1983,03,22381.5,550067.5,1.0,16.099999999999998,33.447,5.904999999999999,24.5315,105.1,257.4031,,3.0,2.0,,3.0,,9.0,,,,0.255,,0.03,,0.33,,2.05,,0.0,,0.2,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.099999999999998,16.099999999999998,33.447,24.525,339.45,0.003,5.904999999999999,105.1,2.05,0.33,0.2,0.0,,0.255,0.03,1.0,,,,,,,,1983/03
1983,04,22401.0,550436.5454545454,1.0,15.05636363636364,33.431090909090905,6.047272727272727,24.75072727272727,105.40909090909093,263.5478727272728,,3.0,2.0,,3.0,,9.0,,,,1.5845454545454545,,0.25454545454545446,,0.34727272727272723,,2.4727272727272727,,0.006363636363636364,,0.15454545454545454,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,15.05636363636364,15.05636363636364,33.431090909090905,24.74545454545455,318.52727272727276,0.0029999999999999996,6.047272727272727,105.40909090909093,2.4727272727272727,0.34727272727272723,0.15454545454545454,0.006363636363636364,,1.5845454545454545,0.25454545454545446,1.0,,,,,,,,1983/04
1983,05,22410.5,550649.5,1.0,15.995000000000001,33.413,5.98,24.526,106.2,260.67364999999995,,3.0,2.0,,3.0,8.0,9.0,,8.0,8.0,0.29,,0.045,,0.29000000000000004,,3.3,,0.01,,0.15000000000000002,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,15.995000000000001,15.995000000000001,33.413,24.66,327.0,0.0035,5.98,106.2,3.3,0.29000000000000004,0.15000000000000002,0.01,,0.29,0.045,1.0,,,,,,,,1983/05
1983,06,22430.0,551158.0,1.0,16.973333333333333,33.4955,5.88,24.2095,107.0,254.64715,,3.0,2.0,,3.0,9.0,9.0,,9.0,9.0,0.64,,0.013333333333333334,,0.3933333333333333,,2.5666666666666664,,0.0,,0.43333333333333335,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.973333333333333,16.973333333333333,33.4955,24.205,370.15,0.0033333333333333335,5.88,106.43333333333334,2.5666666666666664,0.3933333333333333,0.43333333333333335,0.0,,0.64,0.013333333333333334,1.0,,,,,,,,1983/06
1983,07,22434.0,551272.5,1.0,21.33,33.457,5.470000000000001,23.2315,107.55,238.7439,,3.0,2.0,,3.0,,9.0,,,,0.16999999999999998,,0.025,,0.275,,0.25,,0.03,,0.15000000000000002,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,21.33,21.33,33.457,23.225,463.45,0.005,5.470000000000001,107.55,0.25,0.275,0.15000000000000002,0.03,,0.16999999999999998,0.025,1.0,,,,,,,,1983/07
1983,08,22442.166666666668,551490.5,1.0,21.143333333333334,33.31033333333334,5.348333333333334,23.156833333333335,104.65000000000002,233.44968333333335,,3.0,2.0,,3.0,,9.0,,,,0.18333333333333335,,0.028333333333333335,,0.23666666666666666,,1.0333333333333334,,0.005,,0.11666666666666665,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,21.143333333333334,21.143333333333334,33.31033333333334,23.151666666666667,470.5833333333333,0.004666666666666667,5.348333333333334,104.65000000000002,1.0333333333333334,0.23666666666666666,0.11666666666666665,0.005,,0.18333333333333335,0.028333333333333335,1.0,,,,,,,,1983/08
1983,09,22448.5,551670.5,1.0,22.990000000000002,33.486000000000004,5.195,22.79,105.25,226.83905,,3.0,2.0,,3.0,,9.0,,,,0.11,,0.01,,0.27,,0.65,,0.0,,0.05,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,22.990000000000002,22.990000000000002,33.486000000000004,22.785,505.65,0.005,5.195,105.25,0.65,0.27,0.05,0.0,,0.11,0.01,1.0,,,,,,,,1983/09
1983,10,22469.0,552200.0,1.0,21.57,33.445,5.54,23.157,109.4,241.8167,,3.0,2.0,,3.0,,9.0,,,,0.14,,0.0,,0.19,,1.6,,0.01,,0.0,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,21.57,21.57,33.445,23.15,470.5,0.005,5.54,109.4,1.6,0.19,0.0,0.01,,0.14,0.0,1.0,,,,,,,,1983/10
1983,11,22487.6,552710.8,1.0,19.724,33.5104,5.4575000000000005,23.698200000000003,104.175,238.08962499999998,,3.0,2.0,,3.0,8.0,9.0,8.5,8.0,8.333333333333334,0.128,,0.014000000000000002,,0.274,,1.4200000000000002,,0.002,,0.12000000000000002,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,19.724,19.724,33.5104,23.705000000000002,417.925,0.004,5.4575000000000005,103.89999999999999,1.4200000000000002,0.274,0.12000000000000002,0.002,,0.128,0.014000000000000002,1.0,,,,,,,,1983/11
1983,12,22510.444444444445,553286.5555555555,1.0,16.71111111111111,33.425777777777775,5.665555555555556,24.37377777777778,102.04444444444444,247.00294444444444,,3.0,2.0,,3.0,,9.0,,,,0.2911111111111111,,0.11,,0.2622222222222222,,2.0555555555555554,,0.0011111111111111111,,0.47777777777777786,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.71111111111111,16.71111111111111,33.425777777777775,24.36888888888889,354.4222222222222,0.003666666666666667,5.665555555555556,102.04444444444444,2.0555555555555554,0.2622222222222222,0.47777777777777786,0.0011111111111111111,,0.2911111111111111,0.11,1.0,,,,,,,,1983/12
1984,01,22639.303370786518,556859.8202247191,1.0,15.295949367088603,33.2477088607595,5.8353846153846165,24.54762025316455,102.04230769230769,254.36619615384603,,3.044943820224719,2.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,0.408735632183908,9.0,0.13022988505747124,9.0,0.343974358974359,9.0,3.697435897435897,9.0,0.009178082191780821,9.0,0.2782051282051281,9.0,,9.0,9.002,1.1,9.0,8.061,1.1,9.0,0.142,2.0,9.0,8.541,1.1,9.0,99.89999999999999,1.0,15.295949367088603,15.295949367088603,33.2477088607595,24.543417721518992,337.88607594936724,0.003227848101265825,5.8353846153846165,102.04230769230769,3.697435897435897,0.343974358974359,0.2782051282051281,0.009178082191780821,,0.408735632183908,0.13022988505747124,1.0,,,,,,,,1984/01
1984,02,22878.227586206896,562659.3655172414,1.0,14.84050000000001,33.315372881355906,5.917394957983192,24.70214406779661,102.60084745762713,257.936197457627,,3.0,2.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,0.618402777777778,9.0,0.14875000000000005,9.0,0.3599999999999999,9.0,2.6307692307692294,9.0,0.010230769230769233,9.0,0.31769230769230794,9.0,,9.0,27.702800000000007,1.12,9.0,26.738750000000007,1.0833333333333333,9.0,0.21639999999999998,2.0,9.0,26.792800000000007,1.08,9.0,99.90000000000003,1.0,14.84050000000001,14.841101694915263,33.315372881355906,24.69779661016948,323.1533898305084,0.0030423728813559346,5.917394957983192,102.60084745762713,2.6307692307692294,0.3599999999999999,0.31769230769230794,0.010230769230769233,,0.618402777777778,0.14875000000000005,1.0,,,,,,,,1984/02
1984,04,23253.96153846154,568767.6442307692,1.0,14.521351351351353,33.458397260273976,5.877671232876711,24.86941095890411,101.35555555555555,256.0431777777777,,3.0,2.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,1.231826923076923,,0.46298076923076936,,0.5073076923076923,9.0,4.3441558441558445,9.0,0.029999999999999992,9.0,2.4717948717948715,9.0,,9.0,22.792666666666666,1.1333333333333333,9.0,22.261666666666667,1.2,9.0,0.22700000000000004,2.0,9.0,22.521333333333338,1.1333333333333333,9.0,91.0,1.0,14.521351351351353,14.506301369863014,33.458397260273976,24.864657534246565,307.25342465753414,0.0029589041095890427,5.877671232876711,101.35555555555555,4.3441558441558445,0.5073076923076923,2.4717948717948715,0.029999999999999992,,1.231826923076923,0.46298076923076936,1.0,,,,,,,,1984/04
1984,05,23390.589285714286,572122.0892857143,1.0,14.243953488372092,33.31267441860465,6.047142857142857,24.8069534883721,103.7642857142857,263.535238095238,,3.0,2.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,1.0739285714285718,,0.10285714285714283,,0.6000000000000001,9.0,6.822916666666668,9.0,0.08291666666666664,9.0,3.61875,9.0,,9.0,15.215384615384615,1.0,9.0,15.661538461538461,1.0,9.0,0.22307692307692306,2.0,9.0,15.44615384615385,1.0,9.0,87.0,1.0,14.243953488372092,14.243953488372092,33.31267441860465,24.802790697674414,313.1976744186047,0.003116279069767444,6.047142857142857,103.7642857142857,6.822916666666668,0.6000000000000001,3.61875,0.08291666666666664,,1.0739285714285718,0.10285714285714283,1.0,,,,,,,,1984/05
1984,06,23488.028169014084,574586.1126760563,1.0,17.21154929577465,33.55230985915493,5.771,24.345605633802823,105.03714285714287,251.60680428571416,,3.0,2.0,,3.0,,9.0,9.0,,9.0,0.21774647887323945,,0.08718309859154928,,0.37400000000000017,9.0,2.71304347826087,9.0,0.011571428571428575,9.0,0.2685714285714285,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,17.21154929577465,17.21154929577465,33.55230985915493,24.34084507042253,357.1408450704227,0.003633802816901411,5.771,105.03714285714287,2.71304347826087,0.37400000000000017,0.2685714285714285,0.011571428571428575,,0.21774647887323945,0.08718309859154928,1.0,,,,,,,,1984/06
1984,07,23655.95138888889,578942.6458333334,1.0,18.11042372881356,33.43273770491804,5.720991735537187,24.030686440677965,105.72222222222223,249.51508974358973,,3.0,2.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,0.3658741258741261,9.0,0.09202797202797187,9.0,0.2993442622950819,9.0,2.392622950819672,9.0,0.017868852459016392,9.0,0.3721311475409839,9.0,,9.0,8.79423076923077,1.2307692307692308,9.0,10.043846153846154,1.2307692307692308,9.0,0.1930769230769231,2.0,9.0,9.411538461538463,1.2307692307692308,9.0,93.61538461538461,1.0,18.11042372881356,18.11042372881356,33.43273770491804,24.026440677966097,387.1771186440678,0.003898305084745766,5.720991735537187,105.72222222222223,2.392622950819672,0.2993442622950819,0.3721311475409839,0.017868852459016392,,0.3658741258741261,0.09202797202797187,1.0,,,,,,,,1984/07
1984,10,23851.936,583971.344,1.0,17.605607476635516,33.45665454545455,5.5566355140186925,24.170999999999992,101.90192307692308,242.05357596153843,,3.0,2.0,9.0,3.0,9.0,,9.0,9.0,9.0,0.3784677419354839,9.0,0.12580645161290308,9.0,0.3543119266055047,9.0,2.898148148148149,9.0,0.0228440366972477,9.0,0.9546296296296286,9.0,,9.0,11.10222222222222,1.2777777777777777,9.0,11.844444444444443,1.1666666666666667,9.0,0.20444444444444446,2.0,9.0,11.479444444444443,1.2222222222222223,9.0,93.0,1.0,17.605607476635516,17.605607476635516,33.45665454545455,24.16635514018692,373.7878504672896,0.0037570093457943952,5.5566355140186925,101.90192307692308,2.898148148148149,0.3543119266055047,0.9546296296296286,0.0228440366972477,,0.3784677419354839,0.12580645161290308,1.0,,,,,,,,1984/10
1985,02,23996.0,587638.6,1.0,14.448000000000002,33.4132,5.944,24.864600000000003,102.32000000000001,259.01820000000004,,3.0,2.0,,3.0,,9.0,,,,0.25999999999999995,,0.05600000000000001,,0.36000000000000004,9.0,2.7,9.0,0.0075,9.0,0.07500000000000001,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,14.448000000000002,14.448000000000002,33.4132,24.86,307.68,0.003,5.944,102.32000000000001,2.7,0.36000000000000004,0.07500000000000001,0.0075,,0.25999999999999995,0.05600000000000001,1.0,,,,,,,,1985/02
1985,05,24068.745454545453,589554.0,1.0,14.41745454545454,33.55065454545455,6.298363636363637,24.973745454545462,108.41818181818181,274.42837272727263,,3.0,2.0,,3.0,,9.0,,,,1.8840740740740742,9.0,0.17111111111111107,9.0,0.4264814814814816,9.0,2.461818181818181,,0.03709090909090909,,1.0945454545454547,,,9.0,50.5225,1.25,9.0,54.61,1.25,9.0,1.26375,1.625,9.0,52.57125,1.25,9.0,93.0,1.0,14.41745454545454,14.41745454545454,33.55065454545455,24.969454545454543,297.2981818181819,0.0029636363636363653,6.298363636363637,108.41818181818181,2.461818181818181,0.4264814814814816,1.0945454545454547,0.03709090909090909,,1.8840740740740742,0.17111111111111107,1.0,,,,,,,,1985/05
1985,08,24212.238095238095,591485.1666666666,1.0,18.501904761904758,33.545690476190465,5.641052631578946,24.023309523809523,105.06842105263155,246.01477631578942,,3.0,2.0,,3.0,,9.0,9.0,,9.0,0.2304761904761905,,0.035952380952380965,,0.32047619047619047,,1.888095238095238,,0.008571428571428572,,0.21428571428571425,,,9.0,4.41125,1.125,9.0,4.3325,1.125,9.0,0.2625,2.0,9.0,4.35375,1.125,9.0,91.0,1.0,18.501904761904758,18.501904761904758,33.545690476190465,24.018333333333334,387.86190476190484,0.0039047619047619074,5.641052631578946,105.06842105263155,1.888095238095238,0.32047619047619047,0.21428571428571425,0.008571428571428572,,0.2304761904761905,0.035952380952380965,1.0,,,,,,,,1985/08
1985,11,24289.090909090908,593432.9318181818,1.0,16.66272727272727,33.517340909090905,5.735,24.444113636363628,103.225,250.01231363636364,,3.0,2.0,,3.0,,9.0,,,,0.3868181818181818,,0.14863636363636365,,0.41340909090909095,,2.5386363636363636,,0.012727272727272728,,0.4022727272727273,,,9.0,2.256,1.4,9.0,2.3120000000000003,1.4,9.0,0.148,2.0,9.0,2.284,1.4,9.0,92.0,1.0,16.66272727272727,16.66272727272727,33.517340909090905,24.439545454545453,347.75,0.0035000000000000027,5.735,103.225,2.5386363636363636,0.41340909090909095,0.4022727272727273,0.012727272727272728,,0.3868181818181818,0.14863636363636365,1.0,,,,,,,,1985/11
1986,02,24354.72972972973,595183.4054054054,1.0,14.908648648648649,33.359243243243256,5.890270270270269,24.722837837837837,102.28648648648652,256.71222702702704,,3.0,2.0,,3.0,,,,,,0.3875675675675675,,0.14648648648648643,,0.38162162162162167,,2.4297297297297304,,0.014324324324324325,,0.37027027027027015,,,9.0,1.6960000000000002,1.6,9.0,2.397,1.6,9.0,0.231,1.9,9.0,2.037,1.6,9.0,96.0,1.0,14.908648648648649,14.908648648648649,33.359243243243256,24.71783783783784,321.1810810810812,0.0030000000000000014,5.890270270270269,102.28648648648652,2.4297297297297304,0.38162162162162167,0.37027027027027015,0.014324324324324325,,0.3875675675675675,0.14648648648648643,1.0,,,,,,,,1986/02
1986,03,24418.0,596749.6521739131,1.0,14.124782608695652,33.15985714285714,6.039545454545455,24.732714285714284,103.045,262.823175,,3.0,2.0,,3.0,9.0,,9.0,9.0,9.0,0.620909090909091,9.0,0.24954545454545454,9.0,0.4063636363636363,9.0,3.4454545454545458,9.0,0.030454545454545456,9.0,0.5954545454545455,9.0,,9.0,8.228333333333333,1.1666666666666667,9.0,5.935,1.1666666666666667,9.0,0.21833333333333335,2.0,9.0,7.081666666666667,1.1666666666666667,9.0,96.0,1.0,14.124782608695652,14.095454545454546,33.15985714285714,24.729047619047623,320.2047619047619,0.003086956521739132,6.039545454545455,103.19999999999999,3.4454545454545458,0.4063636363636363,0.5954545454545455,0.030454545454545456,,0.620909090909091,0.24954545454545454,1.0,,,,,,,,1986/03
1986,05,24478.371428571427,598292.9714285714,1.0,14.853142857142858,33.422617647058814,6.179428571428573,24.768176470588234,107.35,269.4520852941177,,3.0,2.0,,3.0,9.0,,,9.0,9.0,1.069142857142857,,0.26542857142857146,,0.41942857142857165,,2.7457142857142856,,0.03514285714285714,,1.0657142857142856,,,9.0,7.45,1.0,9.0,7.341666666666666,1.1666666666666667,9.0,0.18333333333333335,2.0,9.0,7.413333333333334,1.1666666666666667,9.0,96.0,1.0,14.853142857142858,14.898823529411764,33.422617647058814,24.763235294117653,316.8794117647058,0.003088235294117649,6.179428571428573,107.35,2.7457142857142856,0.41942857142857165,1.0657142857142856,0.03514285714285714,,1.069142857142857,0.26542857142857146,1.0,,,,,,,,1986/05
1986,09,24557.296296296296,600362.7407407408,1.0,17.793461538461543,33.35703703703703,5.6355555555555545,24.05161538461538,103.79230769230769,246.36639615384618,,3.0,2.0,9.0,3.0,,,,9.0,9.0,0.6304166666666666,9.0,0.12875,9.0,0.3496296296296297,,2.7962962962962967,,0.01666666666666667,,0.4296296296296297,,,9.0,0.9750000000000001,1.5,9.0,1.0175,1.5,9.0,0.115,2.0,9.0,0.9975,1.5,9.0,96.0,1.0,17.793461538461543,17.793461538461543,33.35703703703703,24.04730769230769,385.1692307692307,0.0038461538461538485,5.6355555555555545,103.79230769230769,2.7962962962962967,0.3496296296296297,0.4296296296296297,0.01666666666666667,,0.6304166666666666,0.12875,1.0,,,,,,,,1986/09
1986,11,24634.567567567567,602428.0540540541,1.0,16.986756756756755,33.26113513513514,5.660540540540541,24.177675675675676,102.37297297297296,246.83087297297297,,3.0,2.027027027027027,,3.0,,,,,,0.34702702702702704,,0.1118918918918919,,0.37648648648648647,,1.602702702702703,,0.00972972972972973,,0.14594594594594595,,,9.0,2.1624999999999996,1.0,9.0,2.2,1.125,9.0,0.07999999999999999,2.0,9.0,2.175,1.0,9.0,97.0,1.0,16.986756756756755,16.986756756756755,33.26113513513514,24.172162162162156,373.1378378378378,0.0038648648648648676,5.660540540540541,102.37297297297296,1.602702702702703,0.37648648648648647,0.14594594594594595,0.00972972972972973,,0.34702702702702704,0.1118918918918919,1.0,,,,,,,,1986/11
1987,03,24707.55,604389.375,1.0,14.657,33.36034999999999,5.981282051282053,24.777525000000004,103.29743589743588,260.6654051282052,,3.0,2.0,,3.0,,,9.0,,9.0,0.4127500000000001,,0.0945,,0.38975000000000004,,2.3200000000000003,,0.015128205128205128,9.0,0.8599999999999998,,,9.0,4.976,1.2,9.0,5.476000000000001,1.2,9.0,0.15,2.0,9.0,5.215999999999999,1.2,9.0,99.0,1.0,14.657,14.657,33.36034999999999,24.772750000000006,315.9775000000001,0.0029750000000000015,5.981282051282053,103.29743589743588,2.3200000000000003,0.38975000000000004,0.8599999999999998,0.015128205128205128,,0.4127500000000001,0.0945,1.0,,,,,,,,1987/03
1987,05,24916.460674157304,609605.1685393258,1.0,14.051235955056178,33.131775280898886,6.111685393258426,24.709438202247195,104.09213483146068,266.3660292134832,,3.0,2.0,,3.0,,,,,,1.2790909090909088,9.0,0.20659090909090888,9.0,0.5208988764044943,,5.348314606741573,,0.042954545454545454,9.0,2.321348314606741,,,9.0,30.12933333333334,1.1333333333333333,9.0,26.459333333333333,1.1333333333333333,9.0,0.3186666666666667,2.0,9.0,28.297333333333334,1.1333333333333333,9.0,98.26666666666667,1.0,14.051235955056178,14.051235955056178,33.131775280898886,24.704831460674164,322.4674157303371,0.0031348314606741597,6.111685393258426,104.09213483146068,5.348314606741573,0.5208988764044943,2.321348314606741,0.042954545454545454,,1.2790909090909088,0.20659090909090888,1.0,,,,,,,,1987/05
1987,09,25166.333333333332,616044.8787878788,1.0,18.442727272727275,33.40584848484847,5.603030303030303,23.934787878787876,104.24545454545456,244.37905757575763,,3.121212121212121,2.0,,3.0,,,,,,0.7012903225806453,9.0,0.17870967741935484,9.0,0.33749999999999997,9.0,2.434375,9.0,0.0025,9.0,0.08125,9.0,,9.0,2.2775000000000003,1.25,9.0,2.4,1.25,9.0,0.14250000000000002,2.0,9.0,2.34,1.25,9.0,98.0,1.0,18.442727272727275,18.442727272727275,33.40584848484847,23.930606060606067,396.3090909090909,0.0038787878787878813,5.603030303030303,104.24545454545456,2.434375,0.33749999999999997,0.08125,0.0025,,0.7012903225806453,0.17870967741935484,1.0,,,,,,,,1987/09
1987,11,25246.641025641027,618144.3333333334,1.0,17.174102564102565,33.29666666666668,5.653589743589744,24.15976923076923,102.63589743589745,246.53177435897442,,3.0,2.0,,3.0,,,,,,0.28717948717948716,,0.08538461538461539,,0.33641025641025624,,2.0846153846153843,,0.012051282051282051,,0.12307692307692307,,,9.0,3.104444444444445,1.6666666666666667,9.0,3.2844444444444445,1.6666666666666667,9.0,0.08888888888888886,2.0,9.0,3.206666666666667,1.6666666666666667,9.0,99.29999999999998,1.0,17.174102564102565,17.174102564102565,33.29666666666668,24.155384615384616,374.84871794871793,0.0038205128205128234,5.653589743589744,102.63589743589745,2.0846153846153843,0.33641025641025624,0.12307692307692307,0.012051282051282051,,0.28717948717948716,0.08538461538461539,1.0,,,,,,,,1987/11
1988,01,25328.575757575756,620274.4848484849,1.0,13.861818181818181,33.35018181818181,6.051818181818182,24.937030303030305,102.84848484848483,263.6969939393939,,3.0,2.0,,3.0,,,,,,1.1534375000000001,9.0,0.3090625,9.0,0.4515151515151516,,3.8121212121212125,,0.06969696969696972,,1.2666666666666668,,,9.0,8.45,1.2,9.0,8.794,1.2,9.0,0.084,2.0,9.0,8.632,1.2,9.0,99.0,1.0,13.861818181818181,13.861818181818181,33.35018181818181,24.932424242424236,300.8,0.0030000000000000014,6.051818181818182,102.84848484848483,3.8121212121212125,0.4515151515151516,1.2666666666666668,0.06969696969696972,,1.1534375000000001,0.3090625,1.0,,,,,,,,1988/01
